상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
대게로로께,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 50,제주특별자치도 제주시 구좌읍 월정7길 28-7,63358,126.797339,33.55413634
퍼플토토로,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025930,제주특별자치도 서귀포시 성산읍 신천리 109-4,제주특별자치도 서귀포시 성산읍 신천동로 176,63637,126.8605723,33.35259876
카페브라운,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1495-8,제주특별자치도 제주시 과원북2길 60,63140,126.4886673,33.47870884
더숲,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 2082-1,제주특별자치도 제주시 아란서길 110,63239,126.5400137,33.4687128
연옥이네,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 1942,제주특별자치도 제주시 다호7길 28,63116,126.4930932,33.50269037
장충동비엔에프,음식,한식,기타고기요리,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025023,제주특별자치도 제주시 한림읍 대림리 1885,제주특별자치도 제주시 한림읍 대림4길 20,63030,126.265966,33.41891495
우도부릉이,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 966,제주특별자치도 제주시 우도면 우도해안길 480,63365,126.9488865,33.51753931
코코마마,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 1290-2,제주특별자치도 제주시 우도면 우도해안길 816,63365,126.9576276,33.51300585
쇠소깍탐앤탐스,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,효돈동,하효동,5013055000,5013010800,제주특별자치도 서귀포시 하효동 994-2,제주특별자치도 서귀포시 쇠소깍로 122,63600,126.6224573,33.25268476
시드민박,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025922,제주특별자치도 서귀포시 성산읍 오조리 338-1,제주특별자치도 서귀포시 성산읍 한도로 80,63639,126.9170051,33.46811693
귀빈모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 1314-29,제주특별자치도 제주시 한림읍 한림해안로 160,63031,126.2634878,33.4164912
떡카페엘,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 1314-30,제주특별자치도 제주시 한림읍 한림북동길 7-6,63031,126.263742,33.41614316
차귀놀,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한경면,한경면,5011031000,5011031022,제주특별자치도 제주시 한경면 용수리 4275,제주특별자치도 제주시 한경면 한경해안로 136,63009,126.1669181,33.3222444
제주시농업협동조합,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1986-10,제주특별자치도 제주시 중앙로 383,63230,126.5404587,33.48836343
덮앤돈,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1058-6,제주특별자치도 제주시 중앙로 281,63210,126.5334866,33.49536749
공룡마라탕앤꼬치,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1989-28,제주특별자치도 제주시 진동로1길 16,63289,126.5660211,33.51921639
별관모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 710-17,제주특별자치도 제주시 동문로 139,63283,126.5413234,33.51378902
한옥집중문점,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,중문동,회수동,5013061000,5013011300,제주특별자치도 서귀포시 회수동 556,제주특별자치도 서귀포시 천제연로 357,63540,126.4428588,33.25247685
장원식당,음식,일식/수산물,아구전문,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025628,제주특별자치도 제주시 구좌읍 세화리 3645-8,제주특별자치도 제주시 구좌읍 세화1길 17,63361,126.8544363,33.52536637
봉수아피자,음식,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 362-28,제주특별자치도 제주시 산천단동3길 10,63243,126.5598097,33.44905546
삼화회센터,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1017-3,제주특별자치도 제주시 화삼로1길 17,63303,126.5739088,33.51475449
한식당소낭아래,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,영천동,상효동,5013056000,5013010700,제주특별자치도 서귀포시 상효동 25,제주특별자치도 서귀포시 산록남로 2847-37,63577,126.5860697,33.30720258
만나다공원,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025926,제주특별자치도 제주시 조천읍 대흘리 산1,제주특별자치도 제주시 조천읍 곱은달길 33,63343,126.6723605,33.51335145
제주특산품개발원,소매,선물/팬시/기념품,토산품/기념품점,관광 민예품 및 선물용품 소매업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025329,제주특별자치도 제주시 애월읍 고성리 1337-4,제주특별자치도 제주시 애월읍 고성3길 10,63058,126.4145125,33.45902087
총각네회센터,음식,일식/수산물,복전문,한식 음식점업,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 299-9,제주특별자치도 서귀포시 홍중로 96-2,63584,126.5559185,33.26092793
호텔연,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,서귀포시,송산동,서귀동,5013051000,5013010100,제주특별자치도 서귀포시 서귀동 587-43,제주특별자치도 서귀포시 솔동산로22번길 17-2,63596,126.5621528,33.24395069
봄그리고가을가족호텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025923,제주특별자치도 서귀포시 성산읍 시흥리 205,제주특별자치도 서귀포시 성산읍 해맞이해안로 2652,63638,126.9105425,33.47475941
제주본참숯불갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 933-17,제주특별자치도 제주시 원노형남1길 31,63082,126.483818,33.48410409
고래가락,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032023,제주특별자치도 서귀포시 표선면 성읍리 2432,제주특별자치도 서귀포시 표선면 번영로 2543-15,63624,126.7801831,33.40610399
홍열이네시청점,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1767-28,제주특별자치도 제주시 광양10길 9-2,63207,126.5292422,33.4988243
신용숯불갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 385,제주특별자치도 서귀포시 태평로 495,63589,126.5710851,33.24957152
다한,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025326,제주특별자치도 서귀포시 남원읍 신흥리 20-3,제주특별자치도 서귀포시 남원읍 일주동로 6523,63616,126.775227,33.30640708
평화,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 300-23,제주특별자치도 제주시 신대로7길 1,63119,126.4972608,33.4919402
사려니쉼팡,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025929,제주특별자치도 제주시 조천읍 교래리 216-1,제주특별자치도 제주시 조천읍 교래4길 73,63345,126.6751136,33.42371682
장수물식당,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 310-79,제주특별자치도 제주시 연문2길 18,63119,126.498671,33.4919032
앙크,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 535-3,제주특별자치도 서귀포시 동홍로99번길 9,63585,126.5676213,33.25733062
현대장여관,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 634-8,제주특별자치도 서귀포시 표선면 표선중앙로 94,63629,126.8338904,33.32559941
집앞돈가스,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 313-98,제주특별자치도 제주시 신대로15길 20,63122,126.4985699,33.48653764
신속풀이,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 283-50,제주특별자치도 제주시 신대로16길 37-1,63123,126.492509,33.48672551
한샘해장국,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,제주시,이호동,이호이동,5011068000,5011012600,제주특별자치도 제주시 이호이동 1584,제주특별자치도 제주시 일주서로 7583,63108,126.4568439,33.49567175
창,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025628,제주특별자치도 제주시 구좌읍 세화리 1538-2,제주특별자치도 제주시 구좌읍 구좌로 34,63361,126.85513,33.5233712
제주시농협서무,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,이호동,이호일동,5011068000,5011012500,제주특별자치도 제주시 이호일동 452-4,제주특별자치도 제주시 백포서길 5,63108,126.4581837,33.49961023
